strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
229e/JX513245/CU_H2869/2011/2011	JX513245	CU_H2869/2011	2011-01-06	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/JX513211/CU_H2896/2011/2011	JX513211	CU_H2896/2011	2011-01-13	Human	Thailand	Human_coronavirus_229E	229e	alpha	full
229e/KU291448/HCoV_229E/BN1/GER/2015/2015	KU291448	HCoV_229E/BN1/GER/2015	2015-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253300/HCoV_229E/human/GBR/KI/1975/1975	KT253300	HCoV_229E/human/GBR/KI/1975	1975-XX-XX	Human	United_Kingdom	Human_coronavirus_229E	229e	alpha	full
229e/KT253301/HCoV_229E/human/GBR/LP/1963/1963	KT253301	HCoV_229E/human/GBR/LP/1963	1963-XX-XX	Human	United_Kingdom	Human_coronavirus_229E	229e	alpha	full
229e/KT253302/HCoV_229E/human/GER/100/2008/2008	KT253302	HCoV_229E/human/GER/100/2008	2008-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253303/HCoV_229E/human/GER/101/2008/2008	KT253303	HCoV_229E/human/GER/101/2008	2008-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253304/HCoV_229E/human/GER/1334/2010/2010	KT253304	HCoV_229E/human/GER/1334/2010	2010-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253305/HCoV_229E/human/GER/1337/2010/2010	KT253305	HCoV_229E/human/GER/1337/2010	2010-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253306/HCoV_229E/human/GER/1551/2010/2010	KT253306	HCoV_229E/human/GER/1551/2010	2010-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253307/HCoV_229E/human/GER/1812/2010/2010	KT253307	HCoV_229E/human/GER/1812/2010	2010-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253308/HCoV_229E/human/GER/373/2011/2011	KT253308	HCoV_229E/human/GER/373/2011	2011-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253309/HCoV_229E/human/GER/499/2010/2010	KT253309	HCoV_229E/human/GER/499/2010	2010-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253310/HCoV_229E/human/GER/53/2008/2008	KT253310	HCoV_229E/human/GER/53/2008	2008-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253311/HCoV_229E/human/GER/629/2010/2010	KT253311	HCoV_229E/human/GER/629/2010	2010-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253312/HCoV_229E/human/GER/645/2010/2010	KT253312	HCoV_229E/human/GER/645/2010	2010-XX-XX	Human	Germany	Human_coronavirus_229E	229e	alpha	full
229e/KT253313/HCoV_229E/human/GHA/83/2008/2008	KT253313	HCoV_229E/human/GHA/83/2008	2008-XX-XX	Human	Ghana	Human_coronavirus_229E	229e	alpha	full
229e/KT253314/HCoV_229E/human/GHA/860/2008/2008	KT253314	HCoV_229E/human/GHA/860/2008	2008-XX-XX	Human	Ghana	Human_coronavirus_229E	229e	alpha	full
229e/KT253315/HCoV_229E/human/GHA/938/2008/2008	KT253315	HCoV_229E/human/GHA/938/2008	2008-XX-XX	Human	Ghana	Human_coronavirus_229E	229e	alpha	full
229e/KT253316/HCoV_229E/human/GHA/939/2008/2008	KT253316	HCoV_229E/human/GHA/939/2008	2008-XX-XX	Human	Ghana	Human_coronavirus_229E	229e	alpha	full
229e/KT253317/HCoV_229E/human/GHA/997/2008/2008	KT253317	HCoV_229E/human/GHA/997/2008	2008-XX-XX	Human	Ghana	Human_coronavirus_229E	229e	alpha	full
229e/KT253318/HCoV_229E/human/HKG/HK_2_26/2002/2002	KT253318	HCoV_229E/human/HKG/HK_2_26/2002	2002-XX-XX	Human	Hong_Kong	Human_coronavirus_229E	229e	alpha	full
229e/KT253319/HCoV_229E/human/HKG/HK_2_26B/2002/2002	KT253319	HCoV_229E/human/HKG/HK_2_26B/2002	2002-XX-XX	Human	Hong_Kong	Human_coronavirus_229E	229e	alpha	full
229e/KT253320/HCoV_229E/human/HKG/HK_4_27/2006/2006	KT253320	HCoV_229E/human/HKG/HK_4_27/2006	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_229E	229e	alpha	full
229e/KT253321/HCoV_229E/human/HKG/HK_5_10/2002/2002	KT253321	HCoV_229E/human/HKG/HK_5_10/2002	2002-XX-XX	Human	Hong_Kong	Human_coronavirus_229E	229e	alpha	full
229e/KT253322/HCoV_229E/human/HKG/HK_7_6/2004/2004	KT253322	HCoV_229E/human/HKG/HK_7_6/2004	2004-XX-XX	Human	Hong_Kong	Human_coronavirus_229E	229e	alpha	full
229e/KT253323/HCoV_229E/human/NED/21050349/2010/2010	KT253323	HCoV_229E/human/NED/21050349/2010	2010-XX-XX	Human	Netherlands	Human_coronavirus_229E	229e	alpha	full
229e/GU068546/HCoV/229E/N01/2007	GU068546	HCoV/229E/N01	2007-12-17	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/GU068550/HCoV/229E/N01/2007	GU068550	HCoV/229E/N01	2007-12-17	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/GU068547/HCoV/229E/N02/2008	GU068547	HCoV/229E/N02	2008-01-17	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/GU068551/HCoV/229E/N02/2008	GU068551	HCoV/229E/N02	2008-01-17	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/GU068548/HCoV/229E/N03/2008	GU068548	HCoV/229E/N03	2008-01-24	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/GU068552/HCoV/229E/N03/2008	GU068552	HCoV/229E/N03	2008-01-24	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/GU068549/HCoV/229E/N04/2008	GU068549	HCoV/229E/N04	2008-02-21	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/GU068553/HCoV/229E/N04/2008	GU068553	HCoV/229E/N04	2008-02-21	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KP112147/HCOV/KENYA/002/2012/2014	KP112147	HCOV/KENYA/002/2012	2014-07-01	Human	Kenya	Human_coronavirus_229E	229e	alpha	full
229e/KP112148/HCOV/KENYA/006/2009/2014	KP112148	HCOV/KENYA/006/2009	2014-07-01	Human	Kenya	Human_coronavirus_229E	229e	alpha	full
229e/KP112149/HCOV/KENYA/009/2010/2014	KP112149	HCOV/KENYA/009/2010	2014-07-01	Human	Kenya	Human_coronavirus_229E	229e	alpha	full
229e/MN306046/HCoV_229E/Seattle/USA/SC0865/2019/2019	MN306046	HCoV_229E/Seattle/USA/SC0865/2019	2019-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369913/HCoV_229E/Seattle/USA/SC1073/2016/2016	KY369913	HCoV_229E/Seattle/USA/SC1073/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369910/HCoV_229E/Seattle/USA/SC1143/2016/2016	KY369910	HCoV_229E/Seattle/USA/SC1143/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369911/HCoV_229E/Seattle/USA/SC1212/2016/2016	KY369911	HCoV_229E/Seattle/USA/SC1212/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY684760/HCoV_229E/Seattle/USA/SC2282/2017/2016	KY684760	HCoV_229E/Seattle/USA/SC2282/2017	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY967357/HCoV_229E/Seattle/USA/SC2872/2015/2015	KY967357	HCoV_229E/Seattle/USA/SC2872/2015	2015-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY983587/HCoV_229E/Seattle/USA/SC3112/2015/2015	KY983587	HCoV_229E/Seattle/USA/SC3112/2015	2015-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY621348/HCoV_229E/Seattle/USA/SC379/2016/2016	KY621348	HCoV_229E/Seattle/USA/SC379/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY674914/HCoV_229E/Seattle/USA/SC399/2016/2016	KY674914	HCoV_229E/Seattle/USA/SC399/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369908/HCoV_229E/Seattle/USA/SC579/2016/2016	KY369908	HCoV_229E/Seattle/USA/SC579/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369909/HCoV_229E/Seattle/USA/SC677/2016/2016	KY369909	HCoV_229E/Seattle/USA/SC677/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/MN369046/HCoV_229E/Seattle/USA/SC9724/2018/2018	MN369046	HCoV_229E/Seattle/USA/SC9724/2018	2018-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369912/HCoV_229E/Seattle/USA/SC9731/2016/2016	KY369912	HCoV_229E/Seattle/USA/SC9731/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KY369914/HCoV_229E/Seattle/USA/SC9773/2016/2016	KY369914	HCoV_229E/Seattle/USA/SC9773/2016	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KX268229/India/Pondicherry/POM_309/2014/2014	KX268229	India/Pondicherry/POM_309/2014	2014-02-XX	Human	India	Human_coronavirus_229E	229e	alpha	full
229e/KX255651/India/Puducherry/JIM_159/2012/2012	KX255651	India/Puducherry/JIM_159/2012	2012-05-XX	Human	India	Human_coronavirus_229E	229e	alpha	full
229e/JX503061/J0304/2009	JX503061	J0304	2009-XX-XX	Human	Italy	Human_coronavirus_229E	229e	alpha	full
229e/KY674919/N08_434B/2016	KY674919	N08_434B	2016-XX-XX	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/HM130806/PUMCH6273/2007	HM130806	PUMCH6273	2007-10-23	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130807/PUMCH6375/2007	HM130807	PUMCH6375	2007-11-17	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130808/PUMCH6389/2007	HM130808	PUMCH6389	2007-11-20	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130800/PUMCH746/2005	HM130800	PUMCH746	2005-09-24	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130801/PUMCH748/2005	HM130801	PUMCH748	2005-09-24	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130809/PUMCH7980/2009	HM130809	PUMCH7980	2009-01-06	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130810/PUMCH8339/2009	HM130810	PUMCH8339	2009-04-08	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130811/PUMCH8348/2009	HM130811	PUMCH8348	2009-04-10	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130812/PUMCH8373/2009	HM130812	PUMCH8373	2009-04-15	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130813/PUMCH8387/2009	HM130813	PUMCH8387	2009-04-20	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130814/PUMCH8425/2009	HM130814	PUMCH8425	2009-04-29	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130802/PUMCH857/2005	HM130802	PUMCH857	2005-10-07	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130803/PUMCH873/2005	HM130803	PUMCH873	2005-10-09	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130804/PUMCH898/2005	HM130804	PUMCH898	2005-10-12	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/HM130805/PUMCH902/2005	HM130805	PUMCH902	2005-10-12	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/JQ732182/QPID04_0033/2004	JQ732182	QPID04_0033	2004-07-17	Human	Australia	Human_coronavirus_229E	229e	alpha	full
229e/KC294431/SH_5/2012	KC294431	SH_5	2012-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KC294432/SH_6/2012	KC294432	SH_6	2012-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/KC294434/SH_8/2012	KC294434	SH_8	2012-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
229e/FJ235172/SWE_10652/04/2004	FJ235172	SWE_10652/04	2004-02-XX	Human	Sweden	Human_coronavirus_229E	229e	alpha	full
229e/FJ235173/SWE_10697/04/2004	FJ235173	SWE_10697/04	2004-03-XX	Human	Sweden	Human_coronavirus_229E	229e	alpha	full
229e/FJ235174/SWE_10724/04/2004	FJ235174	SWE_10724/04	2004-03-XX	Human	Sweden	Human_coronavirus_229E	229e	alpha	full
229e/FJ235175/SWE_36478/05/2005	FJ235175	SWE_36478/05	2005-04-XX	Human	Sweden	Human_coronavirus_229E	229e	alpha	full
229e/FJ235176/SWE_37174/06/2006	FJ235176	SWE_37174/06	2006-02-XX	Human	Sweden	Human_coronavirus_229E	229e	alpha	full
229e/FJ235177/SWE_37253/06/2006	FJ235177	SWE_37253/06	2006-03-XX	Human	Sweden	Human_coronavirus_229E	229e	alpha	full
229e/FJ235178/SWE_bla_gas_110051/2006	FJ235178	SWE_bla_gas_110051	2006-01-XX	Human	Sweden	Human_coronavirus_229E	229e	alpha	full
229e/KM077070/TN93_3_40/NA	KM077070	TN93_3_40	NA	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KM077071/TN93_3_50/NA	KM077071	TN93_3_50	NA	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/KM077069/TN95_2_39/NA	KM077069	TN95_2_39	NA	Human	USA	Human_coronavirus_229E	229e	alpha	full
229e/MF996664/229E/2015	MF996664	229E	2015-XX-XX	Human	China	unidentified_human_coronavirus	229e	alpha	full
229e/KX059697/229E/SLO/15756/2010/2010	KX059697	229E/SLO/15756/2010	2010-04-06	Human	Slovenia	unidentified_human_coronavirus	229e	alpha	full
229e/JN251802/hCoV/229E/VFC408/BRA/2007/2007	JN251802	hCoV/229E/VFC408/BRA/2007	2007-XX-XX	Human	Brazil	unidentified_human_coronavirus	229e	alpha	full
