strain	accession	virus	date	country	source	sequence_locus	subtype
HCoV_OC43/Yamagata.JPN/51.2017_2650_spike	LC506948_spike	seasonal_corona	2017-12-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2004/06_spike	KF963235_spike	seasonal_corona	2004-02-20	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/08.2017_0364_spike	LC506928_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0285_spike	LC506950_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/09.2017_0411_spike	LC506932_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/USA/ACRI_0213/2016_spike	MH121121_spike	seasonal_corona	2016-12-19	usa	spike	oc43	beta
OC43/human/USA/912_36/1991_spike	KF530094_spike	seasonal_corona	1991-02-22	usa	spike	oc43	beta
OC43/human/USA/9212_33/1992_spike	KF530074_spike	seasonal_corona	1992-12-16	usa	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC0839/2019_spike	MN306042_spike	seasonal_corona	2019-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC9430/2018_spike	MN306053_spike	seasonal_corona	2019-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC0776/2019_spike	MN310478_spike	seasonal_corona	2019-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/47.2010_2547_spike	LC506786_spike	seasonal_corona	2010-11-XX	japan	spike	oc43	beta
OC43/human/USA/952_23/1995_spike	KF530062_spike	seasonal_corona	1995-02-13	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/43.2010_2385_spike	LC506777_spike	seasonal_corona	2010-10-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/16.2011_0969_spike	LC506795_spike	seasonal_corona	2011-04-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/48.2010_2644_spike	LC506788_spike	seasonal_corona	2010-12-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/21.2011_1174_spike	LC506797_spike	seasonal_corona	2011-05-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2015_0361_spike	LC506901_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/13.2012_0719_spike	LC506808_spike	seasonal_corona	2012-03-XX	japan	spike	oc43	beta
OC43/human/USA/951_18/1995_spike	KF530084_spike	seasonal_corona	1995-01-12	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/52.2014_2417_spike	LC506842_spike	seasonal_corona	2014-12-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/26.2017_1566_spike	LC506945_spike	seasonal_corona	2017-06-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/09.2017_0480_spike	LC506934_spike	seasonal_corona	2017-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2015_0425_spike	LC506909_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2017_0247_spike	LC506918_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0218_spike	LC506873_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2017_0306_spike	LC506923_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2015_0294_spike	LC506893_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC2269/2016_spike	KY684759_spike	seasonal_corona	2016-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0235_spike	LC506883_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0147_spike	LC506860_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/52.2012_2590_spike	LC506814_spike	seasonal_corona	2012-12-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0159_spike	LC506866_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/22.16_0950_spike	LC331082_spike	seasonal_corona	2016-06-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/48.2010_2590_spike	LC506787_spike	seasonal_corona	2010-11-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0213_spike	LC506870_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
OC43/human/USA/925_1/1992_spike	KF530071_spike	seasonal_corona	1992-05-04	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/09.2009_0623_spike	LC506763_spike	seasonal_corona	2009-02-XX	japan	spike	oc43	beta
OC43/human/USA/911_11/1991_spike	KF530076_spike	seasonal_corona	1991-01-03	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0223_spike	LC506875_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2014_0297_spike	LC506828_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/43.2010_2375_spike	LC506774_spike	seasonal_corona	2010-10-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/08.2014_0432_spike	LC506834_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/09.2017_0478_spike	LC506933_spike	seasonal_corona	2017-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2015_0416_spike	LC506905_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
OC43/human/USA/901_54/1990_spike	KF530088_spike	seasonal_corona	1990-01-23	usa	spike	oc43	beta
HCoV_OC43/USA/ACRI_0052/2016_spike	MF314143_spike	seasonal_corona	2016-03-07	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/11.15_0615_spike	LC331078_spike	seasonal_corona	2015-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/43.2010_2412_spike	LC506779_spike	seasonal_corona	2010-10-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/10.2017_0516_spike	LC506936_spike	seasonal_corona	2017-03-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2001/01_spike	KF963230_spike	seasonal_corona	2001-02-20	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2013_0375_spike	LC506818_spike	seasonal_corona	2013-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2017_0193_spike	LC506917_spike	seasonal_corona	2017-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.15_0248_spike	LC331074_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/11.2009_0842_spike	LC506766_spike	seasonal_corona	2009-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.2015_0086_spike	LC506846_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
OC43/human/USA/9712_13/1997_spike	KF530072_spike	seasonal_corona	1997-12-11	usa	spike	oc43	beta
OC43/human/USA/901_43/1990_spike	KF530061_spike	seasonal_corona	1990-01-19	usa	spike	oc43	beta
OC43/human/USA/971_5/1997_spike	KF530099_spike	seasonal_corona	1997-01-02	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/14.2012_0781_spike	LC506809_spike	seasonal_corona	2012-04-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/13.2011_0825_spike	LC506791_spike	seasonal_corona	2011-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0140_spike	LC506857_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
OC43/human/USA/991_19/1999_spike	KF530070_spike	seasonal_corona	1999-01-15	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/11.15_0612_spike	LC331077_spike	seasonal_corona	2015-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/27.16_1096_spike	LC331093_spike	seasonal_corona	2016-07-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.2015_0101_spike	LC506849_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2017_0300_spike	LC506920_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0155_spike	LC506864_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0288_spike	LC506890_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/23.16_0980_spike	LC331083_spike	seasonal_corona	2016-06-XX	japan	spike	oc43	beta
OC43/human/USA/872_5/1987_spike	KF530086_spike	seasonal_corona	1987-02-10	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/08.2009_0554_spike	LC506762_spike	seasonal_corona	2009-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2009_0467_spike	LC506759_spike	seasonal_corona	2009-02-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2005/07_spike	KF963236_spike	seasonal_corona	2005-02-07	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2017_0354_spike	LC506925_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2017_0304_spike	LC506921_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC0841/2019_spike	MN306043_spike	seasonal_corona	2019-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2013_0378_spike	LC506819_spike	seasonal_corona	2013-02-XX	japan	spike	oc43	beta
OC43/human/USA/9712_31/1997_spike	KF530080_spike	seasonal_corona	1997-12-18	usa	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2010/12_spike	KF963241_spike	seasonal_corona	2010-12-17	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2012_0369_spike	LC506805_spike	seasonal_corona	2012-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/08.2014_0484_spike	LC506839_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0275_spike	LC506885_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
OC43/human/USA/9612_29/1996_spike	KF530078_spike	seasonal_corona	1996-12-17	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2017_0305_spike	LC506922_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
OC43_KLF_02_2017_spike	MN026165_spike	seasonal_corona	2017-11-27	kenya	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0158_spike	LC506865_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/USA/TCNP_00212/2017_spike	MF374985_spike	seasonal_corona	2017-01-17	usa	spike	oc43	beta
OC43/human/USA/901_33/1990_spike	KF530066_spike	seasonal_corona	1990-01-16	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/20.16_0914_spike	LC331081_spike	seasonal_corona	2016-05-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.2015_0129_spike	LC506851_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2013_0289_spike	LC506815_spike	seasonal_corona	2013-01-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2003/05_spike	KF963234_spike	seasonal_corona	2003-01-17	france	spike	oc43	beta
OC43/human/USA/911_66/1991_spike	KF530089_spike	seasonal_corona	1991-01-29	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/46.2014_2103_spike	LC506841_spike	seasonal_corona	2014-11-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0216_spike	LC506872_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/09.2012_0501_spike	LC506807_spike	seasonal_corona	2012-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.2015_0128_spike	LC506850_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/08.2014_0485_spike	LC506840_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2012/14_spike	KF963243_spike	seasonal_corona	2012-03-30	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2014_0285_spike	LC506826_spike	seasonal_corona	2014-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/11.16_0552_spike	LC331079_spike	seasonal_corona	2016-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/22.2011_1255_spike	LC506799_spike	seasonal_corona	2011-06-XX	japan	spike	oc43	beta
OC43/human/USA/953_23/1995_spike	KF530075_spike	seasonal_corona	1995-03-09	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2017_0361_spike	LC506926_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.2015_0131_spike	LC506853_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0224_spike	LC506876_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/51.2012_2581_spike	LC506812_spike	seasonal_corona	2012-12-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0225_spike	LC506877_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/10.15_0600_spike	LC331076_spike	seasonal_corona	2015-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/21.2010_1394_spike	LC506771_spike	seasonal_corona	2010-05-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0152_spike	LC506862_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/02.2009_0063_spike	LC506756_spike	seasonal_corona	2009-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/20.2010_1341_spike	LC506770_spike	seasonal_corona	2010-05-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2009/11_spike	KF963240_spike	seasonal_corona	2009-11-02	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0228_spike	LC506878_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2015_0291_spike	LC506892_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2015_0351_spike	LC506898_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/08.2015_0486_spike	LC506912_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/46.2010_2510_spike	LC506782_spike	seasonal_corona	2010-11-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/25.16_1044_spike	LC331091_spike	seasonal_corona	2016-06-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2014_0296_spike	LC506827_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/20.2017_1370_spike	LC506944_spike	seasonal_corona	2017-05-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0229_spike	LC506879_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2017_0314_spike	LC506924_spike	seasonal_corona	2017-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/46.2012_2185_spike	LC506810_spike	seasonal_corona	2012-11-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/09.2015_0492_spike	LC506913_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2011/13_spike	KF963242_spike	seasonal_corona	2011-11-20	france	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/16.2017_1199_spike	LC506943_spike	seasonal_corona	2017-04-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2014_0378_spike	LC506832_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2015_0424_spike	LC506908_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
OC43/human/USA/951_15/1995_spike	KF530059_spike	seasonal_corona	1995-01-11	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/24.16_1008_spike	LC331086_spike	seasonal_corona	2016-06-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/04.2015_0209_spike	LC506867_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC2770/2015_spike	KY967358_spike	seasonal_corona	2015-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/46.2010_2513_spike	LC506784_spike	seasonal_corona	2010-11-XX	japan	spike	oc43	beta
HCoV_OC43/FRA_EPI/Caen/2013/15_spike	KF963244_spike	seasonal_corona	2013-03-18	france	spike	oc43	beta
OC43/human/USA/007_11/2000_spike	KF530068_spike	seasonal_corona	2000-07-27	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/24.16_1002_spike	LC331090_spike	seasonal_corona	2016-06-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2013_0380_spike	LC506820_spike	seasonal_corona	2013-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/52.2014_2419_spike	LC506843_spike	seasonal_corona	2014-12-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2012_0279_spike	LC506802_spike	seasonal_corona	2012-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/03.2015_0136_spike	LC506855_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0220_spike	LC506874_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/43.2010_2384_spike	LC506776_spike	seasonal_corona	2010-10-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2015_0369_spike	LC506903_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/10.2009_0762_spike	LC506764_spike	seasonal_corona	2009-03-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/49.2012_2416_spike	LC506811_spike	seasonal_corona	2012-12-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC0810/2019_spike	MN306041_spike	seasonal_corona	2019-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/07.2014_0380_spike	LC506833_spike	seasonal_corona	2014-02-XX	japan	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0282_spike	LC506887_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC831/2016_spike	KY369905_spike	seasonal_corona	2016-XX-XX	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2015_0301_spike	LC506896_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
HCoV_OC43/Seattle/USA/SC3118/2015_spike	KY983588_spike	seasonal_corona	2015-XX-XX	usa	spike	oc43	beta
OC43_spike	MF996619_spike	seasonal_corona	2015-XX-XX	china	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/05.2015_0284_spike	LC506888_spike	seasonal_corona	2015-01-XX	japan	spike	oc43	beta
OC43/human/USA/911_38/1991_spike	KF530096_spike	seasonal_corona	1991-01-15	usa	spike	oc43	beta
HCoV_OC43/Yamagata.JPN/06.2015_0300_spike	LC506895_spike	seasonal_corona	2015-02-XX	japan	spike	oc43	beta
OC43/human/USA/965_6/1996_spike	KF530098_spike	seasonal_corona	1996-05-10	usa	spike	oc43	beta
